triplet_id,category,validator_model,overall,language_verdict,language_reasoning,minimal_pair_verdict,minimal_pair_reasoning,contrast_feature_verdict,contrast_feature_reasoning,translation_verdict,translation_reasoning,naturalness_verdict,naturalness_reasoning
es_for_009,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near both use 'Tú eres', differing only by the addition of 'una persona' in near. Far switches to 'Usted es', changing both pronoun and verb agreement. Minimal pair structure is preserved.",pass,Anchor and near consistently use the informal singular 'tú' form with matching verb agreement. Far switches to the formal singular 'usted' form with correct verb agreement. The contrast is clear and consistent.,pass,"All English translations use 'You', collapsing the Spanish formality distinction as intended for strong flattening. There is no leakage of the formality contrast into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_010,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences use correct Spanish, and English translations are in English. The language tags are accurate.",pass,"Anchor and near differ only by 'muy' vs 'bastante', both using 'vosotros sois ... graciosos'. Far switches to 'ustedes son ... graciosos', changing both pronoun and verb agreement. Minimal pair structure is preserved.",pass,"Anchor and near consistently use the informal plural ('vosotros sois'), while far switches to the formal/general plural ('ustedes son'), with correct agreement. The contrast is clear and consistent.",pass,"All English translations use 'you', collapsing the Spanish formality distinction as intended. No leakage of the contrast into English.",pass,All Spanish sentences are natural and idiomatic. No issues detected.
es_for_011,formality,gpt-4.1,auto_validated,pass,All Spanish sentences use correct Spanish forms; English translations are in English. Language tags are accurate.,pass,"Anchor and near both use 'vosotros' with appropriate verb forms ('venís', 'vais'); near adds a periphrastic future but keeps the same subject and agreement. Far switches to 'ustedes' with corresponding verb form 'vienen'. Only one variable changes per pair.",pass,"Anchor and near consistently use the informal plural 'vosotros' with matching verb agreement. Far switches to the formal plural 'ustedes' and updates the verb to 'vienen', which matches the ustedes form. The contrast is clean and consistent.",pass,"All English translations use 'you', which does not distinguish between formal/informal or plural forms. The Spanish formality contrast is flattened as intended, with no leakage.",pass,All Spanish sentences are natural and idiomatic. Both '¿Vosotros venís a la fiesta?' and '¿Ustedes vienen a la fiesta?' are standard in their respective dialects. The near sentence is also natural.
es_for_012,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only by 'tiempo' vs 'un momento', both using 'tienes' (informal, tú). Far changes 'tienes' to 'tiene' (formal, usted), keeping the rest of the sentence the same as anchor. Minimal pair structure is preserved.",pass,"Anchor and near both use 'tienes' (tú, informal singular) with consistent agreement. Far switches to 'tiene' (usted, formal singular), with correct verb agreement. The contrast is correctly implemented and consistent.",pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, as required for strong flattening. No leakage of the Spanish formality distinction into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_013,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are correct.",pass,"Anchor and near differ only in 'muy' vs 'bastante', keeping 'tu hijo es...'. Far changes 'tu' to 'su', keeping the rest identical to anchor. Minimal pair structure is preserved.",pass,"Anchor and near use 'tu' (informal possessive), while far uses 'su' (formal possessive, but also ambiguous with 3rd person). The contrast is present, but 'su' can also mean 'his/her', introducing ambiguity. However, in this context, 'su' is likely interpreted as formal 'your'. Verb agreement is not affected in this construction, so the contrast is as strong as possible for possessives.",pass,"All English translations use 'your', collapsing the Spanish formality distinction as intended. No leakage of the contrast into English.",pass,"All Spanish sentences are natural and idiomatic. The use of 'su hijo' for formal 'your son' is standard, though ambiguous with 'his/her son', but contextually acceptable."
es_for_014,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ in phrasing ('¿Cómo te llamas?' vs '¿Cuál es tu nombre?'), but both are informal. Far ('¿Cómo se llama?') changes both pronoun and verb to formal. Minimal pair structure is preserved.",pass,Anchor and near use informal (tú) forms: 'te llamas' and possessive 'tu'. Far uses formal (usted) form: 'se llama'. The switch is consistent and correctly tests the T-V distinction.,pass,"All English translations are 'What is your name?', which flattens the Spanish T-V distinction as intended. No leakage of formality information into English.",pass,All Spanish sentences are natural and commonly used in their respective contexts.
es_for_015,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are accurate.",pass,"Anchor and near differ only in the verb (ven vs acércate), both using informal imperative forms. Far changes to 'venga', the formal imperative, with the rest of the sentence unchanged from anchor. Minimal pair structure is preserved.",pass,"Anchor and near both use the informal singular imperative (ven, acércate), while far uses the formal singular imperative (venga). The switch is consistent and correctly tests the T-V distinction.",pass,"All English translations use 'Come here' or 'Come closer', which do not distinguish formality. The Spanish formality contrast is flattened in the English translations as required.",pass,All Spanish sentences are natural and idiomatic for the intended meanings and register.
es_for_016,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. Language tags are accurate.",pass,"Anchor and near differ only in the verb phrase ('quieres' vs 'te apetece'), both using informal 2nd person. Far changes to 'quiere', the formal 2nd person singular, with the rest of the sentence unchanged. Minimal pair structure is preserved.",pass,"Anchor and near both use the informal 'tú' form (quieres, te apetece). Far switches to the formal 'usted' form (quiere), with correct verb agreement. The contrast is clear and consistent.",pass,"All English translations use 'you', which does not distinguish formality. Anchor_en and far_en are identical, as required for strong flattening. No leakage of the Spanish formality distinction into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_for_017,formality,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. Language tags are accurate.",pass,"Anchor and near differ only in the verb (dime vs cuéntame), both using informal imperative and 'tu' possessive. Far switches both the verb (dígame, formal imperative) and possessive (su, formal). Minimal pair structure is preserved.",pass,Anchor and near both use informal (tú) forms: 'dime' and 'cuéntame' with 'tu opinión'. Far switches to formal (usted) with 'dígame' and 'su opinión'. Verb and possessive agreement are consistent within each sentence. The contrast is correctly implemented.,pass,"All English translations are identical ('Tell me your opinion'), flattening the Spanish formality distinction as intended. No leakage of the contrast into English.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_gen_001,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (cansado/agotado), both masculine, with 'amigo'. Far changes both the noun (amigo→amiga) and adjective (cansado→cansada) to feminine, otherwise minimal.",pass,"Anchor and near both use masculine forms (amigo, cansado/agotado) for the same referent. Far flips both to feminine (amiga, cansada), which is the intended contrast. English translation uses gender-neutral 'friend'.",pass,"All English sentences use 'friend', which is gender-neutral and does not encode the gender distinction present in Spanish. No leakage of the gender contrast into English; anchor_en and far_en are identical, as required for strong flattening.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_002,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adverb (muy/bastante), keeping 'vecino' (male neighbor). Far changes 'vecino' (male) to 'vecina' (female), with all else matching anchor except for gender.",pass,"Anchor and near both use 'vecino' (masculine), while far uses 'vecina' (feminine), flipping the gender on the noun and thus on the implied adjective agreement. The English translation uses 'neighbor', which is gender-neutral, so the gender distinction is lost.",pass,"All English translations use 'neighbor', which is gender-neutral and does not encode the gender distinction present in the Spanish source. There is no leakage of the gender feature into English, as required for strong flattening.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_gen_003,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the predicate (ocupado/trabajando), both with 'El doctor'. Far changes both the article and noun to feminine ('La doctora') and the adjective to feminine ('ocupada'), with minimal change otherwise.",pass,"Anchor and near both use masculine gender on the article, noun, and adjective. Far flips all to feminine, including the adjective ending, which is the key contrast. The English translation uses the gender-neutral 'doctor' in all cases, as required.",pass,"The English translations are identical for anchor and far ('The doctor is busy'), flattening the gender distinction present in Spanish. There is no leakage of gender information into the English side.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_gen_004,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"The source sentences are in Spanish and the translations are in English, matching the claimed languages.",pass,"Anchor and near differ only in the adjective ('enfermo' vs 'mal'), both with 'hijo'. Far swaps 'hijo' (son) for 'hija' (daughter) and changes the adjective to 'enferma' (feminine), which is a minimal change for the gender contrast.",pass,"Anchor and near both use masculine gender on the adjective (enfermo, mal) with 'hijo'. Far flips to feminine ('hija está enferma'). The English translation uses 'child', a gender-neutral noun, so the gender distinction is lost in translation as intended.",pass,"All English translations use 'child', which is gender-neutral and does not leak the gender distinction present in Spanish. The flattening intent is preserved.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_005,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adverb (muy/bastante), both use 'el profesor' and 'estricto'. Far changes both the noun and adjective gender ('la profesora', 'estricta'), keeping the rest of the sentence minimal.",pass,"Anchor and near both use masculine forms ('el profesor', 'estricto'), referring to the same gender. Far flips both to feminine ('la profesora', 'estricta'), with otherwise minimal change. English translation uses gender-neutral 'teacher'.",pass,"All English sentences use 'the teacher', which is gender-neutral and does not encode the gender distinction present in Spanish. No leakage of gender information into English; anchor_en and far_en are identical, as required for strong flattening.",pass,All Spanish sentences are natural and idiomatic. No awkwardness or ungrammaticality detected.
es_gen_006,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only by the addition of 'muy' ('very'), keeping 'compañero' and 'trabajador' (masculine). Far changes both the noun and adjective to feminine ('compañera', 'trabajadora'), which is a minimal change for the gender contrast.",pass,"Anchor and near both use masculine forms ('compañero', 'trabajador'), referring to the same person. Far flips both to feminine ('compañera', 'trabajadora'), while the English translation uses the gender-neutral 'colleague' and 'hardworking'. The contrast is preserved in Spanish and flattened in English.",pass,"The English translations use 'colleague' and 'hardworking' for all three, which are gender-neutral and do not reflect the gender distinction present in Spanish. There is no leakage of the gender contrast into English, as required for strong flattening.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_007,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (enojado/furioso), both masculine, referring to 'el abogado'. Far changes both the noun and adjective to feminine (la abogada, enojada), with minimal change otherwise.",pass,"Anchor and near both use masculine forms (el abogado, enojado/furioso), while far switches to feminine (la abogada, enojada). The English translation uses the gender-neutral 'lawyer', so the gender distinction is lost.",pass,"The English translations for anchor and far are identical ('The lawyer is angry'), flattening the gender distinction as intended. No gender information is preserved in English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_008,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near both use 'primo' (male cousin), differing only in the predicate. Far changes 'primo' to 'prima' (female cousin) and 'aburrido' to 'aburrida', which is a minimal change targeting gender.",pass,"Anchor and near both refer to a male cousin with masculine adjective agreement. Far flips both the noun and adjective to feminine, targeting gender agreement. The English translation uses 'cousin', which is gender-neutral, so the gender distinction is lost in translation as intended.",pass,"The English translations for anchor and far are identical ('My cousin is bored'), flattening the gender distinction present in Spanish. Near is a paraphrase but does not introduce gender information. No leakage of gender information into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_009,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (contento/alegre), both referring to 'el niño'. Far changes both the noun (niño→niña) and the adjective (contento→contenta), which is the minimal change needed to flip gender.",pass,"Anchor and near both use masculine gender (niño, contento/alegre). Far switches to feminine (niña, contenta). The English translations use the gender-neutral 'child', so the gender distinction is lost in translation as required.",pass,"The English translations for anchor and far are both 'The child is happy', flattening the gender distinction present in Spanish. Near is 'The child is cheerful', which is a minimal adjective change, matching the Spanish structure. No gender information is leaked into English.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_010,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (nervioso/preocupado), both masculine, with 'el estudiante'. Far changes both the article and adjective to feminine (la estudiante está nerviosa), keeping the rest minimal.",pass,"Anchor and near both use masculine gender (el estudiante, nervioso/preocupado). Far switches to feminine (la estudiante, nerviosa). The English translations use the gender-neutral 'student', so the gender distinction is lost as intended.",pass,"The English translations for anchor and far are both 'The student is nervous', flattening the gender distinction present in Spanish. There is no leakage of gender information into English, matching the strong flattening intent.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_011,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the predicate (dormido/resting), both with 'el bebé' and masculine adjective. Far changes both the article (el→la) and adjective (dormido→dormida), keeping 'bebé' invariant, which is minimal and appropriate for this contrast.",pass,"Anchor and near both use masculine gender (el bebé, dormido), referring to the same person. Far flips to feminine (la bebé, dormida) with minimal change. The English translation uses the gender-neutral 'the baby' in all cases, as required.",pass,"The English translations are all gender-neutral ('the baby'), and do not leak the gender distinction present in Spanish. Anchor_en and far_en are identical, as required for strong flattening.",pass,All Spanish sentences are natural and idiomatic. Using 'la bebé' is less common but fully grammatical and used in contexts where the baby's gender is known.
es_gen_012,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (satisfecho/conforme), both with 'cliente' (masculine). Far changes both the noun ('cliente'→'clienta') and the adjective ('satisfecho'→'satisfecha'), which is the minimal change needed to flip gender.",pass,"Anchor and near both use masculine forms (cliente, satisfecho/conforme), while far uses feminine forms (clienta, satisfecha). The English translation uses the gender-neutral 'client', so the gender distinction is lost in translation as intended.",pass,"The English translations for anchor and far are identical ('My client is satisfied'), flattening the gender distinction present in Spanish. There is no leakage of gender information into English, which matches the strong flattening intent.",pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_013,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. The note correctly observes that 'periodista' is invariant and gender is marked via article and adjective.",pass,"Anchor and near differ only in the adjective ('cansado' vs 'fatigado'), both masculine, with the same article ('El'). Far changes both article and adjective to feminine ('La periodista está cansada'), which is a minimal change for gender contrast.",pass,"Anchor and near both use masculine gender (el, cansado/fatigado). Far switches to feminine (la, cansada). The English translations use the gender-neutral 'the journalist', so the gender distinction is lost in English as required.",pass,The English translations do not encode gender; all use 'the journalist' and do not specify masculine or feminine. The flattening intent is strong and is correctly realized.,pass,All Spanish sentences are natural and idiomatic. The English translations are also natural.
es_gen_014,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (enfermo/mal), both masculine. Far changes only the adjective gender (enfermo→enferma), keeping all else constant. This is a minimal pair structure.",pass,"Anchor and near both use masculine adjective (enfermo/mal) for 'pariente', while far uses the feminine adjective (enferma) for the same noun. The English translation uses the gender-neutral 'relative', so the gender distinction is lost in translation as required.",pass,"The English translations are gender-neutral and do not reflect the masculine/feminine distinction present in the Spanish adjectives. Anchor_en and far_en are identical, as required for strong flattening.",pass,All Spanish sentences are natural and idiomatic. The use of 'pariente' with 'enfermo/enferma' and 'mal' is standard.
es_gen_015,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and the English translations are in English. The use of 'artista' and the adjective forms are appropriate for Spanish.",pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the article and adjective gender the same. Far changes both the article ('El'→'La') and the adjective ending ('talentoso'→'talentosa'), which is a minimal change targeting gender.",pass,"Anchor and near both use masculine gender (el artista es talentoso / muy talentoso). Far switches to feminine gender (la artista es talentosa). The English translation uses the gender-neutral 'artist' and 'talented', so the gender distinction is lost in translation as required.",pass,"The English translations are natural and do not encode the gender distinction present in the Spanish originals. Both anchor_en and far_en are 'The artist is talented', showing the intended flattening.",pass,All Spanish sentences are natural and idiomatic. The use of 'artista' with both masculine and feminine forms is standard.
es_gen_016,gender_agreement_adjectives,gpt-4.1,auto_validated,pass,"All Spanish sentences are in correct Spanish, and all English sentences are in correct English. The language tags are accurate.",pass,"Anchor and near differ only in the adjective (enojado/furioso), both masculine. Far changes only the adjective gender (enojado→enojada), keeping the rest identical. This is a minimal pair structure.",pass,"Anchor and near both use masculine adjectives (enojado, furioso) for 'colega', while far uses the feminine adjective (enojada) for the same noun. The English translation uses the gender-neutral 'colleague', so the gender distinction is lost in translation as intended.",pass,"The English translations are gender-neutral and do not reflect the masculine/feminine distinction present in the Spanish adjectives. There is no leakage of the contrast into English, matching the strong flattening intent.",pass,All Spanish sentences are natural and idiomatic. The use of 'colega' with both masculine and feminine adjectives is standard. English translations are also natural.
broken_lang_001,kinship_paternal_maternal,gpt-4.1,needs_human_review,fail,"The anchor sentence is in English, not Hindi as required by the language tag. Near and far are in Hindi. This is a language mismatch.",fail,"Anchor is in English, near and far are in Hindi, so minimal pair structure cannot be properly evaluated across languages.",fail,Contrast feature cannot be properly checked because anchor is not in Hindi and does not use a kinship term that distinguishes paternal/maternal uncle.,fail,"The English anchor and far sentences are identical, but since the anchor is already in English, the translation check is not applicable as intended.",flag,"The Hindi sentences (near and far) are natural, but the anchor being in English is unnatural for a Hindi probe."
broken_contrast_001,kinship_paternal_maternal,gpt-4.1,needs_human_review,pass,All Hindi and English fields are in the correct languages as claimed.,fail,"Anchor↔near differ only in verb (आएंगे/पहुंचेंगे), both with 'चाचा'. Anchor↔far differ only in verb (आएंगे/जाएंगे), still with 'चाचा'. No kinship term swap occurs.",fail,All three sentences use 'चाचा' (paternal uncle); 'far' does not swap to the maternal counterpart ('मामा'). The intended contrast is missing.,pass,"English translations are consistent with the Hindi, but since the source-side contrast is missing, this check is moot. No leakage, but the probe is invalid.",pass,All Hindi sentences are natural and grammatical.
broken_translation_001,kinship_paternal_maternal,gpt-4.1,needs_human_review,pass,All Hindi and English fields are in the correct languages as claimed.,pass,"Anchor and near differ only in the verb (आएंगे/पहुंचेंगे), both use 'चाचा'. Far swaps 'चाचा' (paternal uncle) for 'मामा' (maternal uncle), with the rest unchanged. Minimal pair structure is correct.",pass,"The contrast is between 'चाचा' (paternal uncle) and 'मामा' (maternal uncle), which is the intended kinship distinction. Anchor and near both use 'चाचा', far uses 'मामा'.",fail,"The English translations explicitly specify 'paternal uncle' and 'maternal uncle', which leaks the Hindi kinship distinction into English. For a strong flattening intent, the English should collapse both to 'uncle'.",pass,All Hindi sentences are natural and idiomatic.
broken_minimal_001,kinship_relative_age,gpt-4.1,needs_human_review,pass,"All Hindi sentences are in Hindi, and all English sentences are in English. Language tags are correct.",fail,"Anchor and near are identical ('मेरा बड़ा भाई स्कूल गया'), so there is no minimal change between them. Minimal pair requirement is not met.",fail,"Anchor and near both use 'बड़ा भाई' (elder brother), while far uses 'छोटा भाई' (younger brother). The contrast is present between anchor/near and far, but the lack of difference between anchor and near is problematic.",pass,"All English translations collapse the distinction to 'My brother went to school', which is appropriate for partial flattening. No leakage.",pass,All Hindi sentences are natural and grammatical.
broken_minimal_002,formality_tv,gpt-4.1,needs_human_review,pass,"All Hindi sentences are in Hindi, and all English sentences are in English. Language tags are correct.",fail,"Anchor and near are identical ('तुम कहाँ जा रहे हो?'), so there is no minimal pair difference. Minimal pair should differ by a small, non-contrastive change.",pass,"Anchor/near use 'तुम' (familiar), while far uses 'आप' (formal) with appropriate verb agreement. The contrast is present and correctly implemented in the far sentence.",pass,"All English translations use 'you', flattening the tu/tum/aap distinction as intended. No leakage of formality information.",pass,All Hindi sentences are natural and idiomatic.
broken_contrast_002,ser_vs_estar,gpt-4.1,needs_human_review,pass,All Spanish and English sentences are in the correct languages as claimed.,fail,"Anchor and near differ only by the addition of 'muy' (very), which is minimal. However, far changes both the adjective ('nervioso' to 'triste') and does not swap the copula (remains 'es'). This is not a minimal pair for the intended contrast.",fail,"The intended contrast is between 'ser' and 'estar' with the same adjective. Here, all sentences use 'es' (ser), and the far sentence changes the adjective instead of the copula. The contrast feature is not properly tested.",pass,"The English translations are correct for the Spanish sentences provided, but since the Spanish contrast is not set up correctly, the translation check is moot.",pass,All Spanish sentences are natural and idiomatic.
broken_lex_001,gender_agreement_adjectives,gpt-4.1,needs_human_review,pass,"All Spanish sentences are in correct Spanish, and English translations are in English. Language tags are correct.",pass,"Anchor and near differ only in the verb (está/parece), both with 'el actor' and 'cansado'. Far swaps 'el actor' for 'la actriz' and 'cansado' for 'cansada', which is a minimal change for gender contrast.",fail,"Anchor and near both use masculine 'el actor' and 'cansado'. Far switches to feminine 'la actriz' and 'cansada'. However, the English translation for far is 'The actress is tired', which does not use a gender-neutral noun, but instead uses 'actress', which is gendered in English. The contrast is not flattened as intended.",fail,"The English translations do not flatten the gender distinction: 'actor' vs 'actress' are used, so the gender contrast is preserved in English, violating the strong flattening intent.",pass,All Spanish and English sentences are natural and idiomatic.
broken_nonflat_001,ser_vs_estar,gpt-4.1,needs_human_review,pass,All Spanish and English sentences are in the correct languages as claimed.,pass,"Anchor and near differ only by the addition of 'muy' (very), keeping the subject and copula the same. Far swaps 'es' (ser) to 'está' (estar) with the same subject and adjective, which is correct for this contrast.",pass,"The contrast is between 'ser aburrido' (to be boring) and 'estar aburrido' (to be bored), which is the intended ser/estar distinction for this adjective. Anchor and near use 'ser', far uses 'estar'.",fail,"The English translations for anchor and far are both 'Carlos is boring', which fails to preserve the non-flattening distinction. For non-flattening, anchor should be 'Carlos is boring' and far should be 'Carlos is bored'.",pass,All Spanish sentences are natural and idiomatic.
broken_consistency_001,formality_tv,gpt-4.1,needs_human_review,pass,All Hindi sentences are in Hindi script and the English translations are in English. Language tags are correct.,fail,"Anchor and near are identical ('तू कैसे हो?'), so there is no minimal change between them. The far sentence changes both pronoun and verb agreement ('आप कैसे हैं?').",fail,"Anchor and near both use 'तू' (intimate) with 'हो' (verb agreement for 'तू'), while far uses 'आप' (formal) with 'हैं' (formal verb agreement). The contrast is present, but the lack of difference between anchor and near is problematic for the minimal pair structure.",pass,"All English translations are 'How are you?', which is correct for strong flattening: English does not distinguish formality here.",pass,All Hindi sentences are natural and idiomatic.
broken_consistency_002,formality,gpt-4.1,needs_human_review,pass,All Spanish and English fields are in the correct languages as claimed.,pass,"Anchor and near differ only by the addition of 'mucho' (very), which is minimal. Anchor and far differ in pronoun (Tú → Usted) and verb form (tienen/tiene), but see next check for agreement.",fail,"Anchor and near use 'Tú' (informal singular), but the verb 'tienen' is third person plural, which is ungrammatical and inconsistent with 'Tú' (should be 'tienes'). Far uses 'Usted' (formal singular) with 'tiene' (correct agreement). The anchor/near forms are not internally consistent, so the contrast is not cleanly tested.",pass,"All English translations use 'you', which is correct for strong flattening; no leakage of formality distinction.",fail,Anchor and near are ungrammatical in Spanish due to incorrect verb agreement ('Tú tienen' instead of 'Tú tienes').
broken_translation_002,kinship_relative_age,gpt-4.1,needs_human_review,pass,"The source sentences are in Hindi and the translations are in English, matching the declared languages.",pass,"Anchor and near differ only in the verb ('rahta hai' vs 'niwas karta hai'), both keep 'mera bada bhai'. Far swaps 'bada bhai' (elder brother) for 'chhota bhai' (younger brother), keeping the rest constant. Minimal pair structure is correct.",pass,Anchor and near both use 'bada bhai' (elder brother); far uses 'chhota bhai' (younger brother). The contrast is correctly implemented in the source.,fail,"All English translations use 'sister' instead of 'brother', which is a mistranslation of 'bhai'. This is a critical error, as the kinship term is not preserved at all, and the intended contrast is lost.",pass,The Hindi sentences are natural and idiomatic.
broken_minimal_003,ser_vs_estar,gpt-4.1,needs_human_review,pass,All Spanish and English fields are in the correct languages as claimed.,fail,"Anchor and near differ only by the addition of 'muy' (very), which is a minimal change. However, far is not a minimal pair: it is a completely different sentence with different subject, verb, and content.",fail,"The contrast feature should be a swap between ser and estar with the same subject and adjective. Here, far does not use the same subject or adjective, nor does it swap the copula; it is unrelated.",fail,"The English translations are accurate for their respective Spanish sentences, but since the far sentence is not a minimal pair, the translation check is moot.",pass,"All sentences are natural in their respective languages, though far is unrelated to anchor/near."
